timestamp, index, uuid, memory.used [MiB]
2026/09/16 11:13:33.804, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:33.905, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.005, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.105, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.206, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.306, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.406, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.507, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.607, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.707, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.808, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:34.908, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:35.008, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:13:35.108, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1756 MiB
2026/09/16 11:13:35.209, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1756 MiB
2026/09/16 11:13:35.309, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1756 MiB
2026/09/16 11:13:35.409, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1756 MiB
