timestamp, index, uuid, memory.used [MiB]
2026/09/16 11:38:54.603, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1788 MiB
2026/09/16 11:38:54.703, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1756 MiB
2026/09/16 11:38:54.804, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:54.904, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.004, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.104, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.205, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.305, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.405, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.506, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.606, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.706, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1810 MiB
2026/09/16 11:38:55.807, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:55.907, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.007, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.107, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.208, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.308, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.408, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.509, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.609, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.709, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.809, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1789 MiB
2026/09/16 11:38:56.910, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.010, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.110, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.211, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.311, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.411, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.511, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.612, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.712, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.812, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:57.913, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:58.013, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:58.113, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1757 MiB
2026/09/16 11:38:58.214, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1766 MiB
2026/09/16 11:38:58.314, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 1768 MiB
2026/09/16 11:38:58.414, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 2160 MiB
2026/09/16 11:38:58.515, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 2574 MiB
2026/09/16 11:38:58.615, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 3054 MiB
2026/09/16 11:38:58.715, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 3534 MiB
2026/09/16 11:38:58.816, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 4026 MiB
2026/09/16 11:38:58.916, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 4506 MiB
2026/09/16 11:38:59.016, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 5006 MiB
2026/09/16 11:38:59.117, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 5518 MiB
2026/09/16 11:38:59.217, 0, GPU-02ec26d3-2fcf-7527-1110-7120a701ec49, 5998 MiB
